,,,,,,,,,,,,,,,,,,,,,,Reload,,,Reload,,,Reload,,,,,,,,,,,,,,,
Jugandeep Singh,https://www.aec.gov.au/election/candidates.htm,Male ,,Liberal Party of Australia,https://www.aec.gov.au/election/candidates.htm,Chifley,https://www.aec.gov.au/election/candidates.htm,NSW,https://www.aec.gov.au/election/candidates.htm,Unknown,,n/a,,Unknown,,Unknown,,Unknown,,Unknown,,Other,https://www.aec.gov.au/election/candidates.htm,-12.4,Unlikely,,N,n/a,,New,,,,,,,,,CEO,,Managers,,
Carina Garland,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Chisholm,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-0.5,Swing,,N,n/a,n/a,Hufflepuff,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,Yes
Gladys Liu,https://www.aph.gov.au/Senators_and_Members,Female,,Liberal Party of Australia,https://www.aph.gov.au/Senators_and_Members,Chisholm,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,National Right - Liberal,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,06/04/1964,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282918,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282918,Natural and physical sciences,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282918,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282918,0.5,Swing,,Y,2019,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282918,Hufflepuff,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Applied Science,Speech Pathologist,Speech Pathologist,Professionals,Applied Science,Yes
Simon Davis,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Clark,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,TAS,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-22.2,Unlikely,https://www.theguardian.com/australia-news/ng-interactive/2022/apr/10/australian-election-2022-seat-explorer,N,n/a,n/a,Tash / Joe,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Will Coats,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Clark,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,TAS,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-22.2,Unlikely,https://www.theguardian.com/australia-news/ng-interactive/2022/apr/10/australian-election-2022-seat-explorer,N,n/a,n/a,Tash / Joe,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Scott Morrison,https://www.aph.gov.au/Senators_and_Members,Male ,,Liberal Party of Australia,https://www.aph.gov.au/Senators_and_Members,Cook,https://www.aph.gov.au/Senators_and_Members,NSW,https://www.aph.gov.au/Senators_and_Members,Centre Right - Liberals,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Other Christian,https://www.abc.net.au/news/2022-04-18/how-much-does-faith-impact-on-politics-election-in-2022/100991962,13/05/1968,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E3L,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E3L,Society and culture (incl Law),https://www.britannica.com/biography/Scott-Morrison,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E3L,19,Safe,,Y,2007,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E3L,Ben,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Economics & Geography,Tourism - GM / Director,Tourism - GM / Director,Managers,Economics & Geography,Yes
Simon Earle,https://www.aec.gov.au/election/candidates.htm,Male ,,Australian Labor Party,https://www.aec.gov.au/election/candidates.htm,Cook,https://www.aec.gov.au/election/candidates.htm,NSW,https://www.aec.gov.au/election/candidates.htm,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-19,Unlikely,,N,n/a,,New,,,,,,,,,,,,,
Jadon Atkinson,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Cooper,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-26.2,Unlikely,,N,n/a,n/a,Hufflepuff,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Ged Kearney,https://www.aph.gov.au/Senators_and_Members,Female,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Cooper,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,Left - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,No union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/KN/Kearney_46P.pdf?la=en&hash=3378AC91DC599FF1CFA26179F5B5AE17DC36130A,Unknown,,29/10/1963,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=LTU,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=LTU,Education,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=LTU,Unions,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=LTU,26.2,Safe,,Y,2018,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=LTU,Hufflepuff,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Education,Union official,Union official,Union Officials,Education,Yes
Stephanie Asher,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Corangamite,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-1.1,Swing,,N,n/a,n/a,Hufflepuff,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,Yes
Libby Coker,https://www.aph.gov.au/Senators_and_Members,Female,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Corangamite,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,Left - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,No union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/CF/Coker_46P.pdf?la=en&hash=BCBE05B059D815F0B531E6784F9D57A159E3EC1A,Unknown,,11/06/1962,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=263547,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=263547,Education,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=263547,Political,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=263547,1.1,Swing,,Y,2019,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=263547,Hufflepuff,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Education,Politics,Politics,Political Staffers,Education,Yes
Manish Patel,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Corio,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-10.3,Unlikely,,N,n/a,n/a,Hufflepuff,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Richard Marles,https://www.aph.gov.au/Senators_and_Members,Male ,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Corio,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,Right - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,Transport Workers Union of Australia,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/KN/Marles_46P.pdf?la=en&hash=AECBF545D08F2BC2D0A5C61156E7FDEC4BF047A2,Unknown,,13/07/1967,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWQ,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWQ,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWQ,Unions,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWQ,10.3,Safe,,Y,2007,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWQ,Hufflepuff,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Law,Union official,Union official,Union Officials,Law,Yes
Vince Connelly,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Cowan,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,WA,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Centre Right - Liberals,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Other Christian,https://military-history.fandom.com/wiki/Vince_Connelly,16/09/1978,https://en.wikipedia.org/wiki/Vince_Connelly,Bachelor Degree,https://www.linkedin.com/in/vince-connelly-mp-bb39256b/,Society and culture (incl Law),https://www.linkedin.com/in/vince-connelly-mp-bb39256b/,Other,https://www.vinceconnelly.com.au/about,-0.9,Swing,,Y,2019,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282984,Stephen,FALSE,FALSE,The seat of Stirling is being abolished. so technically he is in parliament.,,,Bachelor Degree Level,Bachelor Degree Level,Arts,Military,Military,Miltiary,Arts,Yes
Anne Aly,https://www.aph.gov.au/Senators_and_Members,Female,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Cowan,https://www.aph.gov.au/Senators_and_Members,WA,https://www.aph.gov.au/Senators_and_Members,Left - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,No union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/AB/Aly_46P.pdf?la=en&hash=582CEB243917C8EBED979DF1B7070967D7B7AF7B,Unknown,,29/03/1967,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=13050,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=13050,Education,https://www.linkedin.com/in/dr-anne-aly-0849b856/?originalSubdomain=au,Other,https://www.linkedin.com/in/dr-anne-aly-0849b856/?originalSubdomain=au,0.9,Swing,,Y,2016,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=13050#t3-content-panel,Stan,FALSE,FALSE,,,,Doctoral Degree Level,Postgraduate Degree,Education,Politics,Politics,Professionals,Education,Yes
Keith McMullen,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Cowper,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,NSW,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-11.9,Unlikely,,N,n/a,n/a,Ben,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Pat Conaghan,https://www.aph.gov.au/Senators_and_Members,Male ,,The Nationals,https://www.aph.gov.au/Senators_and_Members,Cowper,https://www.aph.gov.au/Senators_and_Members,NSW,https://www.aph.gov.au/Senators_and_Members,Nationals,n/a,n/a,n/a,Unknown,,31/01/1971,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=279991,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=279991,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=279991,Lawyers,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=279991,11.9,Safe,,Y,2019,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=279991,Ben,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Law,Law,Law,Lawyers,Law,Yes
Alison Byrnes,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Cunningham,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,NSW,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,13.4,Safe,,N,n/a,n/a,Ben,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,Yes
Marcus Uren,https://www.aec.gov.au/election/candidates.htm,Male ,,Liberal Party of Australia,https://www.aec.gov.au/election/candidates.htm,Cunningham,https://www.aec.gov.au/election/candidates.htm,NSW,https://www.aec.gov.au/election/candidates.htm,Unknown,,n/a,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-13.4,Unlikely,,N,n/a,,New,,,,,,,,,,,,,
Yannick Spencer,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Curtin,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,WA,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Postgraduate,https://www.alp.org.au/our-people/our-people/yannick-spencer/,Society and culture (incl Law),https://www.alp.org.au/our-people/our-people/yannick-spencer/,Other,https://www.alp.org.au/our-people/our-people/yannick-spencer/,-13.9,Unlikely,,N,n/a,n/a,Stephen,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Public Policy,Consultancy,Consultancy,Managers,Public Policy,
Celia Hammond,https://www.aph.gov.au/Senators_and_Members,Female,,Liberal Party of Australia,https://www.aph.gov.au/Senators_and_Members,Curtin,https://www.aph.gov.au/Senators_and_Members,WA,https://www.aph.gov.au/Senators_and_Members,Unaligned - Liberals,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,22/11/1968,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=80072,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=80072,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=80072,Other,https://celiahammond.com.au/about/,13.9,Safe,,Y,2019,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=80072#t2-content-panel,Stan,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Law,Legal Academic,Legal Academic,Teachers,Law,Yes
Shane Hamilton,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,https://www.alp.org.au/our-people/our-people/shane-hamilton/,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Dawson,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,QLD,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Other,https://www.alp.org.au/our-people/our-people/shane-hamilton/,-14.6,Unlikely,,N,n/a,n/a,Greg,FALSE,FALSE,,,,,Unknown,,Mining,Mining,Managers,Unknown,
Andrew Willcox,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Dawson,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,QLD,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,01/01/1968,https://www.linkedin.com/in/andrew-willcox-6157121b0/?originalSubdomain=au,Up to Year 12 or Equiv,https://www.linkedin.com/in/andrew-willcox-6157121b0/?originalSubdomain=au,Unknown,,Other,,14.6,Safe,,N,n/a,n/a,Stephen,FALSE,FALSE,Age only. no DOB,,,Year 12 or lower,Year 12 or lower,,Farming,Farming,Farmer,Unknown,Yes
Matt Gregg,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Deakin,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-4.7,Swing,,N,n/a,n/a,Hufflepuff,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,Yes
Michael Sukkar,https://www.aph.gov.au/Senators_and_Members,Male ,,Liberal Party of Australia,https://www.aph.gov.au/Senators_and_Members,Deakin,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,National Right - Liberal,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,11/09/1981,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=242515,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=242515,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=242515,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=242515,4.7,Swing,,Y,2013,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=242515,Ben,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Law,Politics,Politics,Professionals,Law,Yes
Ali France,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,https://www.alp.org.au/our-people/our-people/ali-france/,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Dickson,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,QLD,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,11/05/1973,https://www.brisbanetimes.com.au/national/queensland/shes-his-world-mp-spends-daughters-birthday-at-hospital-bedside-20110513-1elkw.html,Bachelor Degree,https://www.linkedin.com/in/ali-france-41ba36149/,Creative Arts,https://www.linkedin.com/in/ali-france-41ba36149/,Other,https://www.linkedin.com/in/ali-france-41ba36149/,-4.6,Swing,,N,n/a,n/a,Greg,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Journalism,Communications,Communications,Professionals,Journalism,Yes
Peter Dutton,https://www.aph.gov.au/Senators_and_Members,Male ,https://www.peterdutton.com.au/about/meet-peter/,Liberal National Party of Queensland,https://www.aph.gov.au/Senators_and_Members,Dickson,https://www.aph.gov.au/Senators_and_Members,QLD,https://www.aph.gov.au/Senators_and_Members,National Right - Liberal,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Anglican,https://au.news.yahoo.com/everything-you-need-to-know-about-peter-dutton-043018941.html,18/11/1970,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AKI,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AKI,Management and Commerce,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AKI,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AKI,4.6,Swing,,Y,2001,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AKI,Greg,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Business,Police,Police,Community and personal service workers,Business,Yes
Michael Feneley,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Dobell,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,NSW,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-1.5,Swing,,N,n/a,n/a,Ben,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,Yes
Emma McBride,https://www.aph.gov.au/Senators_and_Members,Female,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Dobell,https://www.aph.gov.au/Senators_and_Members,NSW,https://www.aph.gov.au/Senators_and_Members,Right - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,Health Services Union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/KN/McBride_46P.pdf?la=en&hash=12AED3C7C2906DDFA330C7DD4B8314B695D37581,Unknown,,27/4/1974,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=248353,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=248353,Health,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=248353,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=248353,1.5,Swing,,Y,2016,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=248353,Ben,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Pharmacy,Health ,Health ,Professionals,Pharmacy,Yes
Sharn Coombes,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Dunkley,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-2.7,Swing,,N,n/a,n/a,Hufflepuff,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,Yes
Peta Murphy,https://www.aph.gov.au/Senators_and_Members,Female,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Dunkley,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,Left - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,No union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/KN/Murphy_46P.pdf?la=en&hash=054C5C961F004C43FB43DAB1D8D42525294F54B2,Unknown,,1/11/1973,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=133646,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=133646,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=133646,Lawyers,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=133646,2.7,Swing,,Y,2019,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=133646,Ben,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Law,Law,Law,Lawyers,Law,Yes
Jeremiah Riley,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Durack,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,WA,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,n/a,Unknown,,Unknown,,Postgraduate,https://www.walabor.org.au/pages/jeremiah-riley-durack/,Society and culture (incl Law),https://www.walabor.org.au/pages/jeremiah-riley-durack/,Lawyers,https://www.walabor.org.au/pages/jeremiah-riley-durack/,-13.5,Unlikely,,N,n/a,n/a,Stephen,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Law,Law,Law,Lawyers,Law,
Melissa Price,https://www.aph.gov.au/Senators_and_Members,Female,,Liberal Party of Australia,https://www.aph.gov.au/Senators_and_Members,Durack,https://www.aph.gov.au/Senators_and_Members,WA,https://www.aph.gov.au/Senators_and_Members,Centre Right - Liberals,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,12/12/1963,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249308,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249308,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249308,Lawyers,https://www.liberal.org.au/member/melissa-price,13.5,Safe,,Y,2013,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249308,Stan,FALSE,FALSE,,,,Graduate Certificate Level,Graduate Diploma/Graduate Certificate,Law,Legal and Business Development,Legal and Business Development,Lawyers,Law,Yes
Ian Blayney,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,The Nationals,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Durack,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,WA,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Nationals,n/a,n/a,n/a,Unknown,,02/02/1962,https://en.wikipedia.org/wiki/Ian_Blayney,Advanced Diploma/Diploma/Assoc Diploma,https://www.linkedin.com/in/ian-blayney-695b68145/,Agriculture. environmental and related studies,https://www.linkedin.com/in/ian-blayney-695b68145/,Other,https://www.linkedin.com/in/ian-blayney-695b68145/,-13.5,Unlikely,,N,n/a,n/a,Stephen,FALSE,FALSE,,,,Advanced Diploma and Associate Degree Level,Advanced Diploma/Diploma/Assoc Diploma,Agriculture,Farming,Farming,Farmer,Agriculture,
Jerry Nockles,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Eden-Monaro,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,NSW,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-0.8,Swing,,N,n/a,n/a,Ben,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,Yes
Kristy McBain,https://www.aph.gov.au/Senators_and_Members,Female,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Eden-Monaro,https://www.aph.gov.au/Senators_and_Members,NSW,https://www.aph.gov.au/Senators_and_Members,Right - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,No union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/KN/Mc_Bain_46P.pdf?la=en&hash=613CCE50011917D9BF0145103F8C67F410D30A5E,Unknown,,29/9/1982,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=281988,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=281988,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=281988,Lawyers,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=281988,0.8,Swing,,Y,2020,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=281988,Ben,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Law,Law,Law,Lawyers,Law,Yes
