,,,,,,,,,,,,,,,,,,,,,,Reload,,,Reload,,,Reload,,,,,,,,,,,,,,,
Mike Freelander,https://www.aph.gov.au/Senators_and_Members,Male ,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Macarthur,https://www.aph.gov.au/Senators_and_Members,NSW,https://www.aph.gov.au/Senators_and_Members,Right - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,Health Services Union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/CF/Freelander_46P.pdf?la=en&hash=6BA49B4BE8BEC1472AC95411C02608A0C0AC6A33,Judaism,https://www.australianjewishnews.com/doctor-aims-canberra/,23/04/1953,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265979,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265979,Health,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265979,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265979,8.4,Safe,,Y,2016,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265979,Paul,TRUE,FALSE,,,,Master Degree Level,Postgraduate Degree,Medicine,Health ,Health ,Doctors,Medicine,Yes
Paula Goodman,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Mackellar,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,NSW,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-13.2,Unlikely,,N,n/a,n/a,Paul,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Jason Falinski,https://www.aph.gov.au/Senators_and_Members,Male ,,Liberal Party of Australia,https://www.aph.gov.au/Senators_and_Members,Mackellar,https://www.aph.gov.au/Senators_and_Members,NSW,https://www.aph.gov.au/Senators_and_Members,Modern/Moderate Liberals,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,24/08/1970,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=G86,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=G86,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=G86,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=G86,13.2,Safe,,Y,2016,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=G86,Paul,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Economics,Small Business,Small Business,Managers,Economics,Yes
Colleen Harkin,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Macnamara,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Postgraduate,Colleen Harkin - Candidate for Macnamara - Liberal Victoria,Education,Colleen Harkin - Candidate for Macnamara - Liberal Victoria,Other,Colleen Harkin - Candidate for Macnamara - Liberal Victoria,-4.9,Swing,,N,n/a,n/a,Nick,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Education,Education,Education,Professionals,Education,Yes
Josh Burns,https://www.aph.gov.au/Senators_and_Members,Male ,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Macnamara,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,Right - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,No union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/AB/Burns_46P.pdf?la=en&hash=0C17CF59A65E350BEC5681FA65FAB04B9C69B95C,Judaism,https://www.jwire.com.au/vote-josh-burns/,06/02/1987,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=278522,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=278522,Society and culture (incl Law),https://en.wikipedia.org/wiki/Josh_Burns_(politician),Political,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=278522,4.9,Swing,,Y,2019,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=278522,Trudy,TRUE,FALSE,Qualications - wiki says politics and links to joshburns.com.au but can't find specific reference to his degree there,,,Bachelor Degree Level,Bachelor Degree Level,Politics,Politics,Politics,Political Staffers,Politics,Yes
Sarah Richards,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Macquarie,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,NSW,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Postgraduate,Sarah Richards | Hawkesbury City Council (nsw.gov.au),Society and culture (incl Law),Sarah Richards | Hawkesbury City Council (nsw.gov.au),Lawyers,Sarah Richards | Hawkesbury City Council (nsw.gov.au),-0.2,Swing,,N,n/a,n/a,Nick,FALSE,FALSE,,,,Graduate Certificate Level,Graduate Diploma/Graduate Certificate,Law,Law,Law,Lawyers,Law,Yes
Susan Templeman,https://www.aph.gov.au/Senators_and_Members,Female,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Macquarie,https://www.aph.gov.au/Senators_and_Members,NSW,https://www.aph.gov.au/Senators_and_Members,Left - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,Media. Entertainment and Arts Alliance,https://www.aph.gov.au/~/media/03%20Senators%20and%20Members/32%20Members/Register/45p/SZ/TemplemanS_45P.pdf,Unknown,,30/07/1963,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=181810,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=181810,Creative arts,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=181810,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=181810,0.2,Swing,,Y,2016,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=181810,Trudy,TRUE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Communications,Media Training,Media Training,Journalists,Communications,Yes
Alan Howard-Jones,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Makin,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,SA,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-9.7,Unlikely,,N,n/a,n/a,Andrea,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Tony Zappia,https://www.aph.gov.au/Senators_and_Members,Male ,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Makin,https://www.aph.gov.au/Senators_and_Members,SA,https://www.aph.gov.au/Senators_and_Members,Left - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,United Workers Union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/SZ/Zappia_46P.pdf?la=en&hash=D7F828EADE1C54B7C9830D345CE4499471C343EA,Unknown,,13/06/1952,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWB,Up to Year 12 or Equiv,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWB,n/a,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWB,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWB,9.7,Safe,,Y,2007,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWB,Trudy,TRUE,FALSE,,,,Year 12 or lower,Year 12 or lower,n/a,Fitness centre manager,Fitness centre manager,Managers,n/a,Yes
Anne Webster,https://www.aph.gov.au/Senators_and_Members,Female,,The Nationals,https://www.aph.gov.au/Senators_and_Members,Mallee,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,Nationals,n/a,n/a,n/a,Unknown,,19/05/1959,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=281688,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=281688,Society and culture (incl Law),https://www.annewebster.com.au/about/anne-webster/,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=281688,15.7,Safe,,Y,2019,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=281688,Trudy,TRUE,FALSE,,,,Doctoral Degree Level,Postgraduate Degree,Social Work,Education,Education,Teachers,Social Work,Yes
Carole Hart,https://www.aec.gov.au/election/candidates.htm,Female,,Australian Labor Party,https://www.aec.gov.au/election/candidates.htm,Mallee,https://www.aec.gov.au/election/candidates.htm,VIC,https://www.aec.gov.au/election/candidates.htm,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-15.7,Unlikely,,N,n/a,,New,,,,,,,,,,,,,
Dave Kerrigan,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Maranoa,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,QLD,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Other,https://www.alp.org.au/our-people/our-people/dave-kerrigan/,-25.4,Unlikely,,N,n/a,n/a,Greg,FALSE,FALSE,,,,,Unknown,,Community Services,Community Services,Community and personal service workers,Unknown,
David Littleproud,https://www.aph.gov.au/Senators_and_Members,Male ,,Liberal National Party of Queensland,https://www.aph.gov.au/Senators_and_Members,Maranoa,https://www.aph.gov.au/Senators_and_Members,QLD,https://www.aph.gov.au/Senators_and_Members,Unknown,,n/a,n/a,Unknown,,04/09/1976,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265585,Up to Year 12 or Equiv,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265585,n/a,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265585,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265585,25.4,Safe,,Y,2016,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=265585,Ben,FALSE,FALSE,,,,Year 12 or lower,Year 12 or lower,n/a,Banking and Finance,Banking and Finance,Managers,n/a,Yes
Mira D'Silva,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Maribyrnong,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Postgraduate,Meet Mira - Mira D'Silva - Liberal for Maribyrnong (miradsilva.com.au),Management and commerce,Meet Mira - Mira D'Silva - Liberal for Maribyrnong (miradsilva.com.au),Other,Meet Mira - Mira D'Silva - Liberal for Maribyrnong (miradsilva.com.au),-10.3,Unlikely,,N,n/a,n/a,Nick,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Human Resources,Professional Services,Professional Services,Managers,Human Resources,
Bill Shorten,https://www.aph.gov.au/Senators_and_Members,Male ,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,Maribyrnong,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,Right - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,Australian Workers' Union,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00ATG,Unknown,,12/05/1967,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00ATG,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00ATG,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00ATG,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00ATG,10.3,Safe,,Y,2007,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00ATG,Trudy,TRUE,FALSE,,,,Master Degree Level,Postgraduate Degree,MBA,Company Director,Company Director,Managers,Law/MBA,Yes
Allison Bluck,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Mayo,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,SA,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-5.2,Swing,https://www.theguardian.com/australia-news/ng-interactive/2022/apr/10/australian-election-2022-seat-explorer,N,n/a,n/a,Andrea,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,Yes
Marisa Bell,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Mayo,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,SA,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-5.2,Swing,https://www.theguardian.com/australia-news/ng-interactive/2022/apr/10/australian-election-2022-seat-explorer,N,n/a,n/a,Andrea,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Richard Welch,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,McEwen,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Postgraduate,Richard Welch | Liberal Party of Australia,Management and Commerce,Richard Welch | Liberal Party of Australia,Other,Richard Welch | Liberal Party of Australia,-5.3,Swing,,N,n/a,n/a,NIck,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Business Administration,CEO,CEO,Managers,Business Administration,Yes
Rob Mitchell,https://www.aph.gov.au/Senators_and_Members,Male ,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,McEwen,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,Right - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,No union,https://www.aph.gov.au/-/media/03_Senators_and_Members/32_Members/Register/46p/KN/MitchellR_46P.pdf?la=en&hash=9A70EE3B9279BB3527660300F00BECC5D042A6CE,Unknown,,09/09/1967,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3E,Advanced Diploma/Diploma/Assoc Diploma,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3E,Engineering and related technologies,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3E,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3E,5.3,Swing,,Y,2010,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3E,Trudy,TRUE,FALSE,,,,Diploma Level,Advanced Diploma/Diploma/Assoc Diploma,Automotive Mechanical Engineers,Retail,Retail,Sales workers,Automotive Mechanical Engineers,Yes
Vivek Singha,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,McMahon,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,NSW,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Postgraduate,Vivek Singha | Liberal Party of Australia,Management and commerce,Vivek Singha | Liberal Party of Australia,Other,Vivek Singha | Liberal Party of Australia,-6.6,Unlikely,,N,n/a,n/a,Nick,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Finances,Banking and Finance,Banking and Finance,Managers,Finances,Yes
Chris Bowen,https://www.aph.gov.au/Senators_and_Members,Male ,,Australian Labor Party,https://www.aph.gov.au/Senators_and_Members,McMahon,https://www.aph.gov.au/Senators_and_Members,NSW,https://www.aph.gov.au/Senators_and_Members,Right - Labour,https://www.smh.com.au/politics/federal/what-are-labor-s-factions-and-who-s-who-in-the-left-and-right-20210210-p5718j.html,Finance Sector Union of Australia,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZS,Unknown,,17/01/1973,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3E,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZS,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZS,Political,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZS,6.6,Safe,,Y,2004,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZS,Trudy,TRUE,FALSE,Latest register of interest does not list union membership,,,Bachelor Degree Level,Bachelor Degree Level,Economics,Politics,Politics,Political Staffers,Economics,Yes
Carl Ungerer,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,McPherson,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,QLD,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Postgraduate,http://www.cognoscenti.global/carl-ungerer/,Society and culture (incl Law),http://www.cognoscenti.global/carl-ungerer/,Other,http://www.cognoscenti.global/carl-ungerer/,-12.2,Unlikely,,N,n/a,n/a,Greg,FALSE,FALSE,,,,Doctoral Degree Level,Postgraduate Degree,International Relations,Foreign Policy Consultant,Foreign Policy Consultant,Managers,International Relations,
Karen Andrews,https://www.aph.gov.au/Senators_and_Members,Female,,Liberal National Party of Queensland,https://www.aph.gov.au/Senators_and_Members,McPherson,https://www.aph.gov.au/Senators_and_Members,QLD,https://www.aph.gov.au/Senators_and_Members,Centre Right - Liberals,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,23/08/1960,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230886,Bachelor Degree,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230886,Engineering and related technologies,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230886,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230886,12.2,Safe,,Y,2010,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230886,Ben,FALSE,FALSE,,,,Bachelor Degree Level,Bachelor Degree Level,Engineering,Small Business,Small Business,Managers,Engineering,Yes
Keir Paterson,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Melbourne,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Finance Sector Union of Australia,Keir Paterson | Candidate for Melbourne | Australian Labor Party (alp.org.au),Unknown,,Unknown,,Postgraduate,AIST - Paterson. Keir,Management and Commerce,AIST - Paterson. Keir,Other,AIST - Paterson. Keir,-21.8,Unlikely,,N,n/a,n/a,Nick,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Buisiness Administration,Banking and Finance,Banking and Finance,Managers,Buisiness Administration,
James Damches,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Melbourne,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-21.8,Unlikely,,N,n/a,n/a,Nick,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Naomi Oakley,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Menzies,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Other,About Naomi | Naomi Oakley (naomioakleyformenzies.com),-7,Unlikely,,N,n/a,n/a,Nick,FALSE,FALSE,,,,,Unknown,,Saftey Solutions buisness,Saftey Solutions buisness,Managers,Unknown,Yes
Keith Wolahan,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Liberal Party of Australia,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Menzies,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,n/a,n/a,Unknown,,1/1/77,Meet Keith - Keith Wolahan - Liberal for Menzies,Postgraduate,Meet Keith - Keith Wolahan - Liberal for Menzies,Society and culture (incl Law),Meet Keith - Keith Wolahan - Liberal for Menzies,Lawyers,Meet Keith - Keith Wolahan - Liberal for Menzies,7,Safe,,N,n/a,n/a,Nick,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,International Relations,Law,Law,Lawyers,International Relations,Yes
Alex Hawke,https://www.aph.gov.au/Senators_and_Members,Male ,,Liberal Party of Australia,https://www.aph.gov.au/Senators_and_Members,Mitchell,https://www.aph.gov.au/Senators_and_Members,NSW,https://www.aph.gov.au/Senators_and_Members,Centre Right - Liberals,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,09/07/1977,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWO,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWO,Society and culture (incl Law),https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWO,Political,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWO,18.6,Safe,,Y,2007,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWO,Trudy,TRUE,FALSE,,,,Master Degree Level,Postgraduate Degree,Public Affairs & Government,Politics,Politics,Political Staffers,Public Affairs & Government,Yes
Immanuel Selvaraj,https://www.aec.gov.au/election/candidates.htm,Male ,,Australian Labor Party,https://www.aec.gov.au/election/candidates.htm,Mitchell,https://www.aec.gov.au/election/candidates.htm,NSW,https://www.aec.gov.au/election/candidates.htm,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-18.6,Unlikely,,N,n/a,,New,,,,,,,,,,,,,
Jessica O'Donnell,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Female,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Monash,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,VIC,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-6.9,Unlikely,,N,n/a,n/a,Nick,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,Yes
Russell Broadbent,https://www.aph.gov.au/Senators_and_Members,Male ,,Liberal Party of Australia,https://www.aph.gov.au/Senators_and_Members,Monash,https://www.aph.gov.au/Senators_and_Members,VIC,https://www.aph.gov.au/Senators_and_Members,Unaligned - Liberals,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,25/12/1950,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=MT4,Up to Year 12 or Equiv,None listed on APH.gov.au,n/a,n/a,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=MT4,6.9,Safe,,Y,1990,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=MT4,Trudy,TRUE,FALSE,,,,Year 12 or lower,Year 12 or lower,n/a,Retail,Retail,Sales workers,n/a,Yes
Glen Palmer,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Moncrieff,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,QLD,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,1/1/69,https://www.facebook.com/GlenPalmerforMoncrieff?ref=py_c,Unknown,,Unknown,,Unknown,,-15.4,Unlikely,,N,n/a,n/a,Greg,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Angie Bell,https://www.aph.gov.au/Senators_and_Members,Female,,Liberal National Party of Queensland,https://www.aph.gov.au/Senators_and_Members,Moncrieff,https://www.aph.gov.au/Senators_and_Members,QLD,https://www.aph.gov.au/Senators_and_Members,Modern/Moderate Liberals,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,11/07/1968,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282981,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282981,Management and commerce,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282981,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282981,15.4,Safe,,Y,2019,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=282981,Ben,FALSE,FALSE,,,,Graduate Certificate Level,Graduate Diploma/Graduate Certificate,Marketing,Retail,Retail,Sales workers,Marketing,Yes
Tom French,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Male ,,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Moore,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,WA,https://www.abc.net.au/news/elections/federal/2022/guide/candidates,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,Unknown,,-11.6,Unlikely,,N,n/a,n/a,Stan,FALSE,FALSE,,,,,Unknown,,,Unknown,,Unknown,
Ian Goodenough,https://www.aph.gov.au/Senators_and_Members,Male ,,Liberal Party of Australia,https://www.aph.gov.au/Senators_and_Members,Moore,https://www.aph.gov.au/Senators_and_Members,WA,https://www.aph.gov.au/Senators_and_Members,National Right - Liberal,https://www.smh.com.au/politics/federal/who-s-who-in-the-liberals-left-right-and-centre-factions-20210303-p577gv.html,n/a,n/a,Unknown,,03/07/1975,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=74046,Postgraduate,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=74046,Management and Commerce,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=74046,Other,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=74046,11.6,Safe,,Y,2013,https://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=74046,Ben,FALSE,FALSE,,,,Master Degree Level,Postgraduate Degree,Business,Director,Director,Managers,Business,Yes
